id,v1,v2,v3,v4,v5,price,v6,v7,v8,zipcode,made_purchase,income,population
1927,1,2,1,0,4,133,0,5,2,95136,0,37538,42464
33159,2,-1,3,0,0,200,0,1,8,94040,0,54558,33852
21752,1,2,1,0,6,164,0,1,3,92270,0,61620,17456
56971,2,2,1,7,4,134,7,5,7,97205,0,38706,6736
24051,2,1,1,0,3,76,0,1,8,94597,0,52402,20070
540,2,1,1,0,4,158,0,5,4,94501,0,38185,61639
1383,1,1,2,7,3,95,8,1,9,98103,0,47853,47019
16500,2,-1,1,0,3,200,0,1,8,98002,0,21418,33281
59133,2,2,1,0,7,169,0,1,6,92408,0,14749,14548
6223,2,2,1,6,2,221,0,3,8,97086,1,32987,26425
58485,2,-1,3,0,0,200,0,1,4,95405,0,36593,21168
22276,1,2,1,0,2,118,0,1,7,93710,0,20243,32701
14743,2,2,1,6,3,226,5,3,7,97124,0,32016,48406
21261,2,2,1,0,3,96,0,1,8,91750,0,33486,34045
30227,1,2,1,2,2,204,5,1,3,98201,0,25123,28423
54946,2,2,1,0,3,200,0,1,4,94110,0,46951,72128
58033,1,2,1,0,2,118,0,1,3,95350,0,22257,50260
52519,2,2,1,6,0,427,0,1,7,95472,0,40149,29381
8680,1,2,2,2,3,103,5,3,3,97071,0,17355,28527
32674,1,2,3,0,5,159,0,1,7,94531,0,27713,41700
50986,2,-1,1,0,4,200,0,1,8,98391,0,32927,44930
53871,2,1,1,0,3,125,0,1,9,94087,0,52479,54362
32129,1,2,2,2,3,161,4,1,3,98439,0,15105,5520
43182,2,2,1,6,3,115,0,1,8,97225,1,44667,25737
4767,2,2,1,0,2,228,6,1,4,90804,1,21348,40472
5589,1,2,1,0,2,135,0,2,7,91748,0,25914,46966
7084,2,2,2,6,4,187,5,1,9,98007,0,38335,24926
12253,1,2,1,0,2,178,0,1,3,90037,0,10515,61845
18208,2,2,1,0,2,134,0,1,8,91360,1,39400,43767
33002,1,3,1,6,6,102,5,1,9,99205,0,21848,42064
56831,2,2,1,0,4,197,0,1,8,90018,1,16224,48498
15299,2,1,1,0,3,190,0,1,7,94305,0,33871,13515
4393,2,2,1,7,3,119,7,3,8,98112,1,71159,21622
58293,1,2,1,6,3,96,8,3,9,97219,0,43372,39392
46568,2,-1,1,0,2,200,0,1,6,90703,0,34108,49526
41715,1,3,1,0,6,200,0,1,8,91945,0,22341,25719
32820,2,2,1,6,0,442,0,1,8,95035,0,33711,68178
36016,2,2,3,0,5,136,0,1,8,94939,1,78588,6887
55339,2,1,1,0,4,98,0,1,5,93901,0,23631,26642
24246,1,3,1,0,6,142,0,1,8,92276,1,19485,7429
11254,1,2,1,0,3,106,0,5,4,94110,0,46951,72128
14116,2,1,1,0,3,176,0,1,9,94565,0,22373,86204
23556,2,1,1,0,5,64,0,1,7,90278,0,49391,40574
5357,2,1,2,6,4,81,8,1,9,98011,1,37695,30069
1800,2,2,1,0,4,115,0,1,7,90503,0,35777,46780
34395,2,2,1,0,4,183,0,1,8,91601,1,28040,37807
29198,1,1,1,0,5,121,0,5,8,92656,0,44160,50820
44624,1,2,1,0,2,313,0,1,8,92129,0,39475,53387
35918,2,2,1,6,2,189,6,2,7,97201,0,52213,15133
25425,2,1,1,0,3,200,0,1,3,97080,0,25784,40718
46614,2,2,1,0,6,75,0,1,8,95035,0,33711,68178
42049,2,3,1,2,5,178,3,1,3,98023,1,29629,48964
20759,2,3,1,0,2,343,0,1,9,94530,0,44209,24101
53589,2,2,1,0,3,357,0,1,7,95051,0,43487,53152
57062,2,1,1,0,4,123,0,1,9,94403,0,46432,39720
52848,2,1,1,0,7,200,0,1,2,93035,0,37932,27207
24480,2,1,1,0,4,135,0,1,4,91007,0,35263,33586
16848,2,-1,1,0,4,200,0,1,3,90280,0,14259,95000
46645,2,-1,3,0,0,200,0,1,8,97007,0,31486,69469
38419,2,2,1,0,2,200,0,1,9,91342,0,19296,89686
58711,2,2,1,0,5,184,0,1,4,90403,0,59165,24864
13098,2,2,1,0,3,96,0,1,4,92801,0,18703,62859
28466,2,2,1,0,3,224,0,1,9,90035,0,47129,30999
40975,2,2,1,0,3,201,0,1,7,94587,0,29685,70687
27133,2,2,1,0,2,409,0,1,7,95054,0,43543,24408
25877,2,2,1,0,3,200,0,1,8,90402,0,108825,11749
27334,2,1,1,6,4,114,4,3,8,97007,1,31486,69469
33074,2,-1,1,0,8,200,0,1,8,92672,0,42606,35224
57367,2,2,1,0,4,142,0,1,7,91604,1,67802,28468
10593,2,2,1,0,2,174,0,1,9,94115,1,67897,33782
27796,1,2,1,4,5,224,5,1,6,97223,0,33891,46574
48086,2,2,1,0,3,382,0,1,7,91604,0,67802,28468
4126,2,2,3,6,3,145,7,1,10,98011,0,37695,30069
25316,1,2,1,0,3,157,0,5,8,90650,1,19449,105940
46994,2,1,1,0,5,96,0,5,9,94577,0,30705,44344
17792,2,2,1,0,3,157,0,2,7,91367,1,43265,40506
32297,2,2,1,0,4,124,0,3,9,90027,0,37227,45942
25477,1,2,1,0,4,143,0,1,8,95212,0,24668,25892
41226,2,1,1,0,3,100,0,3,4,91303,1,20550,26744
28786,2,2,1,6,2,239,0,2,3,98103,0,47853,47019
52567,1,3,1,0,6,68,0,1,8,92530,0,18119,50141
51506,2,2,1,0,2,185,0,1,9,95603,0,32770,28054
31201,2,2,1,0,5,88,0,1,5,92505,0,19267,49435
7236,2,2,1,0,3,200,0,1,7,94110,0,46951,72128
13744,2,2,1,0,2,350,0,2,7,95621,0,24521,41573
53883,2,2,1,0,2,163,0,1,8,95122,1,16143,55438
22126,2,2,1,0,7,69,0,1,8,92038,1,36258,38080
55120,2,2,1,6,0,398,0,1,4,94806,0,22112,59720
18895,2,2,1,4,4,114,5,3,9,97402,0,21421,51025
30890,1,3,3,0,6,72,0,1,3,91746,0,16932,28869
1647,2,2,1,6,0,579,0,1,7,90034,0,34061,58703
1074,1,2,1,0,4,200,0,1,8,90005,0,18210,39548
18200,2,2,1,6,0,387,0,1,4,94304,0,81131,3797
13911,2,2,1,0,3,164,0,5,9,90034,0,34061,58703
1233,2,-1,3,0,0,200,0,1,8,94538,0,34237,61784
41656,2,2,1,0,2,186,0,1,4,95834,0,26499,24201
42366,2,1,1,0,2,166,0,1,7,94301,0,97144,16420
56362,2,3,2,4,6,96,8,5,7,98373,0,27545,22890
2771,2,2,1,0,7,101,0,1,8,94109,0,58033,55519
35765,1,2,1,0,2,490,0,1,10,94560,0,31056,43139
41372,2,2,1,0,2,283,0,1,9,92866,1,28402,15213
17377,2,-1,3,0,0,200,0,1,8,95032,0,63721,25664
21914,1,2,3,4,3,123,7,1,3,97225,0,44667,25737
1770,2,2,1,0,6,77,0,1,8,91343,0,21048,62321
26699,2,2,1,0,2,200,0,1,8,94501,0,38185,61639
7685,2,2,1,0,3,484,0,5,7,95828,1,17508,60993
43346,2,2,1,7,3,314,5,1,6,98118,0,27140,43618
22190,1,2,1,0,3,406,0,1,8,94102,0,30693,25881
50790,1,3,1,0,6,134,0,1,5,90278,0,49391,40574
39751,1,2,1,0,4,210,0,1,8,91214,0,37192,31653
23591,2,2,1,0,2,238,0,3,8,92708,1,33900,56510
43324,1,1,1,0,4,96,0,5,4,92129,0,39475,53387
19866,2,2,1,6,0,134,0,1,10,98011,0,37695,30069
20662,2,1,1,0,5,122,0,1,9,90057,0,13790,45392
36528,2,2,1,0,3,200,0,1,5,90254,0,69606,19605
23849,2,-1,1,0,4,200,0,1,3,92115,0,21011,61084
38644,2,2,1,0,3,200,0,1,8,95834,0,26499,24201
23607,2,2,1,0,3,101,0,1,9,94704,0,20430,24906
36082,2,2,3,1,3,111,0,1,8,94122,0,41196,57369
28364,2,2,1,0,3,222,0,1,4,94107,0,71298,27856
48997,2,1,1,0,7,148,0,1,4,90035,0,47129,30999
50856,1,2,3,0,5,68,0,1,7,94115,1,67897,33782
52114,1,2,1,0,5,119,0,1,8,94516,0,46795,129
12672,1,2,1,4,6,142,0,2,10,98532,1,23032,23647
23394,2,2,1,0,3,179,0,5,9,94121,1,44128,42104
22712,2,1,1,0,4,82,0,1,2,91106,0,46599,24355
57998,2,2,1,0,3,126,0,1,7,94538,1,34237,61784
55119,1,2,1,0,2,226,0,1,7,95204,0,22401,29227
50612,2,1,1,0,3,200,0,1,7,90034,0,34061,58703
4902,1,1,3,6,3,280,0,1,4,98337,0,21838,6952
35587,1,2,1,0,2,166,0,1,3,92507,0,16468,54152
9679,1,2,1,0,3,199,0,1,7,90403,0,59165,24864
13477,2,3,1,0,6,123,0,1,7,92069,1,21881,46492
31409,1,2,1,0,7,66,0,1,4,91941,1,36728,32413
5376,2,2,1,0,2,233,0,1,9,91941,0,36728,32413
36068,1,-1,1,6,3,200,0,1,7,98273,0,22123,29400
33625,2,2,1,0,3,141,0,1,8,91436,0,75744,14147
47317,2,2,1,0,3,152,0,2,7,94110,1,46951,72128
10779,1,2,3,0,4,78,0,1,3,93702,1,9399,48181
17385,2,2,1,2,2,427,4,2,7,97006,1,27515,65482
55345,1,2,1,4,2,233,3,2,4,97401,0,23892,40482
50248,2,-1,1,0,4,200,0,1,8,95667,0,30870,35924
2357,2,2,3,0,3,132,0,1,8,94607,1,24142,25107
10496,2,2,1,0,3,147,0,1,8,94501,1,38185,61639
39029,2,1,1,0,5,94,0,1,5,95035,0,33711,68178
2993,2,2,1,0,3,69,0,1,9,95818,0,43653,19960
53182,2,2,1,0,5,71,0,1,6,92240,1,15183,35078
59061,1,3,1,0,4,123,0,2,8,92675,0,38097,35192
27598,2,2,2,6,3,299,7,1,7,98027,0,49332,27909
46892,2,1,1,0,7,69,0,1,6,92583,0,17294,30029
56518,2,2,1,0,2,297,0,2,7,95117,1,29481,32277
33588,1,3,1,0,4,121,0,1,9,92109,0,44856,44012
30632,2,2,1,0,5,107,0,1,8,92325,1,24307,8053
24285,1,2,1,4,6,158,4,3,3,98310,1,25246,19220
51080,2,2,1,0,2,384,0,2,7,91206,0,31241,33014
20838,1,2,1,2,4,198,0,3,8,97128,0,22340,36250
18695,1,3,1,0,4,141,0,3,9,94706,0,40880,19918
51136,2,-1,1,0,4,200,0,1,8,97006,0,27515,65482
5013,2,1,2,0,7,200,0,1,5,98126,0,40087,20631
59106,1,2,3,0,5,80,0,1,3,95608,1,34695,60255
55389,1,2,1,0,6,200,0,1,9,97223,0,33891,46574
8548,2,1,1,0,4,68,0,1,4,94556,0,62600,15064
6064,2,2,3,0,3,64,0,1,8,92115,0,21011,61084
4449,1,2,2,5,3,200,0,1,8,98501,0,34166,40035
12563,1,2,1,0,3,149,0,1,3,92115,0,21011,61084
46655,2,2,1,7,3,200,0,1,8,98105,0,31239,45332
22388,2,2,2,6,4,122,8,5,9,98101,1,61716,10643
38601,2,3,1,0,6,87,0,1,6,90044,0,12932,87590
50379,2,2,1,0,6,58,0,5,4,95616,0,27145,47995
16507,2,-1,1,0,5,200,0,1,10,94574,0,53798,9538
40011,1,3,1,0,5,104,0,1,8,94066,0,35342,41636
35436,2,2,1,7,3,297,6,1,9,98052,0,51582,59822
16495,2,2,1,0,3,200,0,1,8,92126,0,30040,77860
1167,2,1,1,0,5,125,0,1,4,95119,0,36007,10291
20702,1,-1,1,0,3,200,0,1,8,92126,0,30040,77860
13704,2,1,1,0,4,108,0,1,8,91710,0,24428,81596
28856,1,1,1,0,4,154,0,1,9,91303,0,20550,26744
36197,1,3,1,0,6,184,0,1,8,92101,1,46294,35914
15816,1,3,1,0,4,200,0,1,8,92647,0,31110,58081
25509,2,1,3,0,2,285,0,1,7,90806,1,17303,43176
20560,2,1,2,6,4,142,4,1,7,98107,0,44232,21996
5414,1,3,1,4,7,124,4,1,8,98674,0,25849,10836
9652,1,2,2,6,6,196,4,1,8,98125,0,35772,36644
45768,2,1,1,0,3,120,0,1,3,92024,0,46155,49048
25600,2,2,1,0,5,160,0,1,9,90027,0,37227,45942
54517,2,2,1,4,4,200,0,1,3,97212,0,45848,24433
45591,1,3,1,0,6,177,0,2,8,90044,1,12932,87590
9402,2,2,1,0,2,365,0,1,9,91335,0,20674,76616
39242,2,2,1,0,3,139,0,1,7,94010,0,74474,41480
23094,1,1,1,0,4,144,0,1,4,91978,0,29274,9276
31692,2,2,1,0,3,200,0,1,9,90012,0,18754,29528
56906,2,1,1,0,3,160,0,1,2,91007,0,35263,33586
58580,2,2,1,0,2,119,0,1,7,94301,1,97144,16420
43654,2,2,1,0,5,140,0,1,8,95610,0,25334,43333
51007,2,2,1,7,4,257,3,3,9,97210,0,57493,11422
16164,2,2,1,0,2,309,0,2,8,90029,1,18428,40208
89,2,2,1,0,5,220,0,3,8,90048,1,61354,21316
10279,2,1,1,0,9,123,0,1,4,92103,0,50933,31064
40252,2,1,1,0,5,107,0,3,4,90035,0,47129,30999
56603,2,2,1,0,4,159,0,1,5,92101,0,46294,35914
27378,1,1,1,6,4,242,4,1,8,98387,1,23858,44393
56253,2,1,1,0,3,156,0,1,1,94403,1,46432,39720
3307,1,2,1,6,2,100,7,1,7,98116,0,50532,23671
9261,2,-1,1,0,5,200,0,1,8,98031,0,25080,35936
53824,2,2,1,0,3,369,0,1,2,94965,0,68695,10926
42252,1,2,1,1,3,264,3,3,3,97062,0,33260,27625
28279,2,3,3,3,4,120,0,2,2,97457,0,19604,9710
2394,1,2,1,0,4,369,0,1,7,93705,0,13843,38600
14627,2,-1,1,0,3,200,0,1,8,98498,0,30795,27848
6222,1,3,1,0,5,186,0,1,8,90069,0,82072,20731
39125,2,3,1,0,5,126,0,5,7,94960,0,62243,15986
21917,2,2,1,0,5,102,0,1,4,94519,0,31524,19400
47955,1,3,1,0,7,134,0,1,9,93454,0,22739,36509
20641,2,1,1,0,7,137,0,1,8,91311,1,37547,38117
23156,2,1,1,0,7,97,0,5,7,95138,0,52436,18870
2150,2,-1,1,0,6,200,0,1,8,93727,0,18828,70774
24338,2,1,1,0,2,200,0,1,8,98499,0,23138,29829
37606,1,2,1,0,5,140,0,1,9,92677,0,50408,63797
43758,2,1,1,7,4,161,4,2,7,98008,1,44215,24408
59307,1,2,1,0,4,136,0,1,8,94533,1,22616,69067
29905,2,2,1,6,0,36,0,1,8,95391,0,29030,11996
23664,2,1,3,0,4,112,0,1,8,90623,0,34429,15689
56921,2,-1,1,0,5,200,0,1,8,96150,0,25479,28686
22844,1,1,2,7,3,101,0,1,4,98052,0,51582,59822
24329,2,1,1,0,5,66,0,3,7,90640,0,20986,63016
40968,2,2,1,0,5,96,0,1,9,90715,0,23697,20953
13336,1,2,1,0,8,198,0,2,8,93307,1,11853,82472
25636,2,2,1,0,5,140,0,1,2,94015,0,30658,61591
12334,1,2,1,0,2,350,0,1,10,94621,0,12405,31833
24167,2,1,1,7,3,215,6,1,3,98101,0,61716,10643
48892,2,-1,1,0,3,200,0,1,3,95825,0,25381,31505
51464,1,2,1,0,3,94,0,1,3,94949,1,48567,16895
31714,2,1,3,0,3,212,0,3,3,90025,1,49246,43555
34904,1,2,3,4,3,244,8,1,8,98122,0,43230,32722
51039,2,1,3,0,5,92,0,1,7,94941,1,71971,30650
39692,1,2,1,0,3,165,0,1,7,94122,0,41196,57369
51418,2,3,1,0,5,137,0,1,9,92821,0,34090,37254
36933,2,2,1,0,3,156,0,1,8,94122,0,41196,57369
13982,2,1,3,6,3,149,0,1,3,97220,0,23279,28847
59217,2,2,1,0,3,94,0,1,1,90035,1,47129,30999
26511,1,2,1,0,3,200,0,1,7,93940,0,38374,33685
55373,2,-1,3,0,0,200,0,1,5,98444,0,18715,35693
50552,2,1,1,0,4,112,0,3,9,90503,0,35777,46780
25820,2,-1,1,0,3,200,0,1,7,94555,0,41533,34973
23810,2,2,1,2,2,360,0,1,6,98168,0,21286,33585
32241,2,2,1,0,2,478,0,1,10,94403,0,46432,39720
38223,2,-1,1,0,3,200,0,1,8,90017,0,17142,23755
52776,2,2,1,6,0,127,0,1,8,98027,0,49332,27909
25201,2,2,1,0,4,312,0,1,6,91604,1,67802,28468
54612,1,1,2,4,6,116,7,1,5,97055,0,27809,16506
44707,1,2,1,6,3,155,8,1,6,98004,0,66689,30072
48774,2,1,3,0,0,113,0,1,8,94401,0,32902,36691
33216,1,2,1,0,5,94,0,1,3,90047,0,19552,47533
59852,2,2,1,0,3,112,0,1,8,94122,0,41196,57369
23422,2,2,1,0,3,125,0,2,3,92071,1,29358,54469
51731,2,1,1,0,3,134,0,1,7,95110,1,29505,18739
27548,1,3,1,6,4,112,5,1,3,98112,0,71159,21622
13665,2,1,1,0,6,138,0,1,2,91606,0,19231,45788
22194,1,-1,1,0,5,200,0,1,8,98424,0,25827,10214
11235,1,2,1,0,2,200,0,1,7,90755,0,32213,11260
27237,1,1,2,4,3,186,0,1,3,97211,0,29956,32376
45972,2,2,1,0,2,381,0,1,9,95746,0,54466,24012
1195,2,2,1,0,2,142,0,1,9,95133,0,25466,26867
45035,1,2,1,0,4,159,0,1,7,91941,1,36728,32413
13805,2,2,1,0,3,461,0,1,1,94533,0,22616,69067
38366,1,2,1,0,6,121,0,2,1,95204,0,22401,29227
35874,2,1,1,0,3,127,0,1,7,94040,0,54558,33852
32861,1,2,1,0,3,200,0,1,6,91604,0,67802,28468
33378,2,2,1,0,3,221,0,1,8,90049,0,93796,35310
32206,2,2,1,7,3,110,0,3,8,98112,1,71159,21622
36602,1,2,1,0,2,176,0,1,9,93933,0,24855,22634
52996,1,2,1,0,3,140,0,1,7,94110,1,46951,72128
45291,2,1,1,0,3,155,0,1,6,94121,1,44128,42104
4110,2,2,1,6,0,366,0,1,8,94526,0,60954,32755
28561,2,3,1,0,3,200,0,1,9,97005,0,21693,24655
55567,1,2,1,5,2,310,4,1,8,99336,0,21704,48749
23342,2,2,1,0,4,200,0,1,9,91364,0,49578,25971
5430,1,2,1,0,2,120,0,1,8,95823,0,16192,74154
57533,2,2,1,0,4,309,0,1,4,94131,0,62735,26908
44965,2,2,1,0,3,196,0,1,8,90010,1,46897,4133
51580,2,2,1,0,3,95,0,5,4,90064,0,54737,26103
21787,1,3,1,4,7,124,8,1,8,98036,0,30338,36597
19931,2,2,3,0,4,136,0,1,8,94531,0,27713,41700
24235,2,1,3,0,0,345,0,1,8,94043,0,53373,28189
23450,1,3,1,0,6,113,0,5,7,90603,1,34242,20083
52046,2,1,1,7,3,218,4,3,7,97006,0,27515,65482
40076,2,1,1,0,3,164,0,1,4,95134,0,51672,15517
56030,1,3,1,0,6,86,0,1,6,92583,0,17294,30029
26542,2,2,1,0,4,82,0,1,7,94112,1,25842,82726
52892,2,2,1,0,3,296,0,3,8,94544,0,22479,76542
30675,2,3,1,3,4,200,0,1,9,98115,0,49162,47611
4290,2,1,1,0,4,120,0,1,1,94121,0,44128,42104
3206,2,2,1,0,3,83,0,1,2,94703,0,35844,21281
48984,2,2,1,0,4,176,0,5,9,90046,0,54707,50499
44549,2,1,1,7,3,123,7,3,4,97006,0,27515,65482
55973,1,1,3,0,3,87,0,1,4,94539,1,50701,51494
11561,2,1,1,0,4,130,0,1,8,91306,0,22708,47879
18852,2,2,1,2,3,125,4,1,9,98662,0,23976,33132
56334,2,2,3,0,3,146,0,1,8,94110,1,46951,72128
23315,2,2,2,6,3,154,0,5,7,98118,1,27140,43618
41798,2,2,1,0,3,55,0,1,7,92395,0,16184,42364
49165,2,1,1,0,3,191,0,1,8,92126,0,30040,77860
44681,2,2,1,0,3,137,0,1,7,92130,0,60490,48721
51653,2,-1,1,0,4,200,0,1,8,90815,0,37281,40966
20346,2,1,2,4,6,103,7,1,9,99338,0,36921,12244
2520,1,-1,1,0,6,200,0,1,8,95610,0,25334,43333
15649,2,1,1,7,3,167,0,1,7,98007,1,38335,24926
54022,2,2,3,0,3,161,0,1,8,94608,1,36714,26288
24250,2,1,1,0,3,181,0,1,2,94545,0,27979,30083
53768,2,2,1,0,3,352,0,1,9,90028,0,25363,28151
38228,2,1,1,0,4,88,0,1,4,94404,0,53920,34431
16193,2,1,1,4,6,128,4,1,3,98118,0,27140,43618
49080,2,2,1,6,0,326,0,1,8,95051,0,43487,53152
25630,2,1,1,0,3,174,0,1,7,94123,0,94338,24500
44053,1,1,1,0,5,507,0,1,8,90250,0,21018,93994
13697,2,2,1,0,3,96,0,1,8,94122,0,41196,57369
51766,1,2,1,0,3,150,0,1,4,94109,1,58033,55519
25013,2,2,1,0,5,172,0,1,8,90005,1,18210,39548
55790,2,2,1,0,3,138,0,1,7,94110,1,46951,72128
41617,1,2,1,0,4,103,0,1,4,90290,0,53954,7093
7675,2,2,1,0,3,197,0,1,7,94608,1,36714,26288
29236,1,2,3,0,3,64,0,1,8,94109,1,58033,55519
35521,2,1,1,0,7,160,0,1,8,94110,0,46951,72128
31124,1,2,2,6,6,119,0,5,4,97222,1,25379,35108
27281,1,2,1,0,2,200,0,1,6,95826,0,25498,37215
50261,2,2,1,0,3,100,0,1,2,94103,0,40126,23907
12242,1,2,1,0,6,147,0,2,8,94806,1,22112,59720
744,1,2,1,0,2,203,0,1,7,94112,1,25842,82726
15015,2,1,1,0,5,200,0,1,3,90601,0,28598,33145
16830,1,3,1,0,5,140,0,3,7,92252,1,22951,10047
48638,2,1,1,0,3,401,0,1,8,92234,0,19816,51927
30109,1,1,2,7,4,98,8,1,8,98177,0,53835,18642
58399,2,2,1,0,2,188,0,1,7,95963,0,19380,15214
11709,1,2,1,7,3,58,8,1,4,99163,0,19413,32148
4569,2,2,1,6,4,184,6,2,10,98112,0,71159,21622
46214,2,2,1,6,0,126,0,1,8,98310,0,25246,19220
3170,2,1,1,0,7,122,0,1,8,94061,0,39610,37176
17714,2,2,1,7,2,135,4,3,7,98052,0,51582,59822
27015,2,2,2,7,7,200,0,1,3,98908,0,29645,36063
18033,2,2,1,0,5,149,0,1,8,90034,1,34061,58703
47366,2,1,1,0,3,96,0,1,7,94536,0,37039,69921
47674,2,2,1,0,6,102,0,5,8,90292,0,75095,21536
48663,1,1,1,0,6,150,0,1,10,90046,0,54707,50499
43091,2,3,1,0,7,95,0,1,6,94121,0,44128,42104
48681,2,2,1,6,3,200,0,1,7,98121,0,61431,12183
23775,2,-1,1,0,2,200,0,1,8,90604,0,23388,40661
21459,2,2,1,6,0,419,0,1,8,92024,0,46155,49048
20063,1,3,1,0,0,200,0,1,3,93101,0,27139,32523
28555,1,2,1,0,5,163,0,1,8,90022,1,12785,70147
3985,2,2,1,4,4,101,7,4,4,97302,0,29610,37969
38707,1,1,1,0,5,140,0,5,10,93535,1,16269,73606
13111,1,1,3,0,4,66,0,1,4,94582,1,53277,38928
45598,2,3,1,0,4,75,0,1,8,91722,0,23177,35370
53740,1,1,1,0,5,80,0,1,9,95608,0,34695,60255
5670,2,2,1,6,0,416,0,1,4,92688,0,40069,44767
26190,2,2,1,0,2,265,0,1,8,94104,0,84811,211
36913,1,2,1,0,3,170,0,1,7,90805,0,16863,92991
44244,2,2,3,0,3,178,0,1,1,94112,1,25842,82726
41331,2,2,1,0,3,242,0,1,7,91402,1,14249,71486
23042,2,2,1,6,3,394,3,1,7,98155,0,36757,32942
50529,1,2,1,5,2,372,0,2,3,97055,1,27809,16506
39355,1,2,1,0,4,154,0,1,4,91607,1,39607,28993
18210,2,2,1,0,4,139,0,1,9,95521,0,21029,20319
25857,2,2,1,6,2,593,0,1,7,98003,0,23884,45131
52119,1,2,1,0,7,70,0,1,2,92629,0,51346,27173
49322,1,2,1,0,2,210,0,1,4,94565,0,22373,86204
12312,2,2,1,0,3,175,0,1,7,95054,1,43543,24408
16586,2,2,1,0,4,94,0,3,9,94030,0,42042,21867
18714,2,1,1,0,4,124,0,1,5,90068,0,70930,22043
59310,2,2,1,0,3,156,0,3,9,92126,0,30040,77860
52012,2,2,1,0,3,144,0,1,4,94131,1,62735,26908
44019,1,2,1,0,7,123,0,1,2,90013,0,24579,10256
36417,2,1,1,0,5,112,0,1,2,95014,0,53549,61521
21915,2,2,1,0,6,91,0,1,3,94803,0,36846,26124
14365,2,2,1,6,2,151,7,2,7,97217,0,28829,31929
50102,1,2,1,0,4,62,0,1,3,95020,0,29889,58246
19784,1,1,1,0,2,78,0,1,9,94704,0,20430,24906
29655,2,2,1,6,0,413,0,1,7,94947,0,44374,24540
28120,2,-1,1,0,3,200,0,1,3,97487,0,23456,7884
58929,1,2,1,0,3,147,0,1,7,94117,0,58310,41568
27077,1,2,1,0,4,158,0,1,8,94520,0,21096,37489
34371,2,2,1,0,3,198,0,1,10,90004,0,26401,62760
12679,2,2,1,0,4,129,0,2,9,94702,1,36181,16324
19618,2,1,1,0,4,96,0,1,9,95618,0,38314,27262
48215,2,2,1,0,3,189,0,5,3,91601,1,28040,37807
41332,1,2,1,0,3,179,0,1,2,94105,0,144416,5553
42922,1,1,1,0,8,200,0,1,8,95003,0,43093,24430
17431,1,1,1,0,3,200,0,1,3,99336,0,21704,48749
4992,2,1,1,0,4,290,0,1,8,91748,1,25914,46966
51474,2,2,1,0,3,98,0,1,9,91710,0,24428,81596
24281,2,2,1,0,3,249,0,5,7,90069,1,82072,20731
30121,2,1,1,0,6,117,0,1,2,94025,0,69074,40372
59542,2,-1,3,0,0,200,0,1,4,90301,0,17052,36798
1144,2,-1,1,0,7,200,0,1,3,90230,0,39792,32335
11433,2,2,1,0,3,108,0,3,7,90274,1,81968,25339
17178,2,1,1,0,4,150,0,1,7,90068,0,70930,22043
31431,2,3,1,0,6,200,0,1,3,91342,0,19296,89686
2768,2,1,1,0,4,72,0,1,7,90247,0,20588,47361
13479,2,1,1,0,4,200,0,1,8,90057,0,13790,45392
793,2,1,1,0,3,100,0,1,8,94107,1,71298,27856
11786,2,2,1,0,3,122,0,1,8,94118,0,56817,40292
28246,2,1,1,6,4,130,0,4,8,97210,0,57493,11422
17794,2,2,1,6,3,190,6,1,4,98052,0,51582,59822
39996,1,2,3,0,3,157,0,1,8,94109,1,58033,55519
51544,1,2,1,0,5,92,0,2,6,91786,0,23292,51381
12040,2,2,1,1,2,200,0,1,2,98001,0,28419,33655
52693,2,1,1,0,4,102,0,1,7,95131,1,38364,28999
58299,2,1,1,0,8,136,0,1,8,90212,1,61224,12510
39733,1,2,1,7,3,170,7,1,3,98112,0,71159,21622
14756,1,2,3,2,2,325,4,1,3,97383,0,19742,9781
14911,2,2,1,0,3,138,0,1,7,92886,0,46035,47786
3264,2,2,1,0,3,146,0,1,7,95391,1,29030,11996
12300,2,2,1,0,3,340,0,1,7,90034,0,34061,58703
59517,1,1,2,7,5,279,0,1,7,97202,0,34123,39229
18585,1,2,1,0,3,185,0,1,3,94605,1,27024,42639
38678,2,2,1,0,3,80,0,1,8,94577,1,30705,44344
10955,2,1,1,0,4,74,0,1,5,94118,0,56817,40292
2984,1,3,1,6,4,200,0,1,7,98188,0,22554,23478
39199,2,3,1,0,3,171,0,1,9,91342,0,19296,89686
14361,2,2,1,6,0,34,0,1,8,94025,0,69074,40372
17810,2,1,1,0,3,117,0,1,7,94107,1,71298,27856
45971,2,2,1,0,3,151,0,5,4,94114,0,79583,31397
302,2,-1,1,0,2,200,0,1,8,90026,0,24415,68726
23363,2,2,1,0,2,141,0,5,7,90001,1,11409,54760
6384,1,-1,1,0,3,200,0,1,9,94607,0,24142,25107
27165,2,2,2,6,4,184,4,1,3,98662,0,23976,33132
52618,1,1,1,0,3,74,0,1,7,92801,0,18703,62859
35681,2,1,1,0,3,158,0,1,7,95051,1,43487,53152
47671,2,2,1,5,4,252,5,2,4,98144,1,37648,26429
39608,1,2,1,0,4,132,0,1,8,94114,0,79583,31397
27242,2,3,1,0,6,193,0,1,3,94564,0,34647,18612
56032,1,1,1,0,4,200,0,1,9,97086,0,32987,26425
26709,2,2,1,6,0,36,0,1,8,95112,0,26241,55481
58357,2,1,1,0,3,126,0,1,9,94116,0,41533,45157
27321,2,2,1,0,3,166,0,1,9,95817,0,21132,14377
