"id","v1","v2","v3","v4","v5","price","v6","v7","v8","zipcode","income","population"
17648,1,2,1,7,4,92,8,5,9,98104,29533,12871
17649,1,2,1,0,3,335,0,1,4,95023,25653,50067
17651,1,3,1,6,5,141,0,1,3,99208,27534,50372
17653,2,1,1,0,5,129,0,1,9,91423,54682,31466
17656,1,2,1,0,6,133,0,1,8,95129,45876,39740
17657,2,3,1,4,5,195,4,1,8,97266,17844,33933
17658,2,2,1,6,0,452,0,1,4,94117,58310,41568
17664,2,2,1,0,3,200,0,1,9,90064,54737,26103
17665,2,1,3,0,6,66,0,1,8,90065,26110,45242
17666,1,2,1,0,5,80,0,1,7,92705,39826,45815
17667,2,1,1,0,3,109,0,1,9,91701,32546,40270
17669,2,2,1,0,4,62,0,1,7,94114,79583,31397
17670,2,1,1,0,4,69,0,1,7,95820,21094,33967
17679,1,2,1,0,4,208,0,5,8,90033,11337,49049
17680,1,2,1,6,2,234,6,1,9,98103,47853,47019
17681,2,2,1,0,3,119,0,1,7,90028,25363,28151
17684,2,1,1,0,6,407,0,1,9,90018,16224,48498
17688,1,1,1,7,4,133,7,3,8,97214,36227,24072
17690,1,2,1,0,3,200,0,1,4,92115,21011,61084
17692,1,2,1,0,4,113,0,1,9,94952,38223,34039
17697,2,2,3,4,2,176,6,1,7,98683,30209,31182
17698,2,3,1,0,5,200,0,1,3,97202,34123,39229
17700,2,2,1,0,3,195,0,1,8,94122,41196,57369
17701,2,2,1,6,0,486,0,1,8,94610,57078,29978
17702,2,2,1,5,2,227,4,3,7,97351,17905,10118
17707,2,2,1,4,2,333,0,3,8,98335,41779,25646
17710,2,1,1,0,4,112,0,1,8,94530,44209,24101
17711,2,2,1,6,0,36,0,1,8,95035,33711,68178
17713,2,2,1,0,3,245,0,1,4,90034,34061,58703
17717,2,2,1,6,0,124,0,1,8,98199,58018,20623
17719,2,2,1,0,3,109,0,1,9,95051,43487,53152
17721,2,1,1,0,5,93,0,1,5,94530,44209,24101
17729,2,1,1,0,4,89,0,1,4,95624,29126,62335
17733,2,1,1,0,5,120,0,1,8,92025,21612,49110
17735,1,3,1,0,6,151,0,5,6,92020,22078,57747
17736,2,2,1,4,4,178,0,2,8,97206,24784,48384
17739,2,1,1,0,3,118,0,1,8,94602,42325,28553
17740,2,-1,1,0,3,200,0,1,8,91201,24719,23272
17744,1,1,1,0,5,145,0,1,3,92040,27903,41214
17745,1,2,1,0,2,93,0,1,5,93021,35680,35847
17747,1,1,1,0,5,162,0,1,7,90043,24812,43527
17748,2,1,1,0,4,337,0,1,10,94025,69074,40372
17750,2,2,1,0,3,444,0,1,9,90036,50508,36101
17751,2,2,1,0,3,195,0,1,8,94122,41196,57369
17753,1,1,1,0,6,200,0,1,3,91104,33212,37590
17754,1,2,1,0,4,73,0,1,9,92037,64476,40114
17759,2,2,1,0,3,142,0,1,7,94089,35701,20505
17760,1,1,1,4,4,173,5,1,6,97301,16057,55437
17761,2,2,3,0,0,126,0,1,8,94107,71298,27856
17762,1,2,1,0,4,115,0,5,8,92037,64476,40114
17763,2,1,1,0,3,182,0,1,7,94509,22690,62651
17766,2,1,1,5,3,146,3,5,8,98503,27508,35316
17770,1,2,1,0,4,325,0,1,4,90039,39001,27049
17771,2,2,1,6,4,112,8,1,3,98198,25702,35197
17773,2,1,1,0,3,170,0,2,6,91401,25395,39466
17774,2,2,1,0,2,572,0,1,3,95822,21383,43024
17775,2,2,1,0,3,239,0,1,9,92843,17186,44351
17776,2,1,2,6,4,93,8,5,4,97217,28829,31929
17778,2,2,1,0,2,209,0,1,9,94085,36586,23476
17783,2,1,1,0,4,200,0,1,3,90029,18428,40208
17787,2,1,2,7,3,163,8,5,7,98021,40038,27547
17788,2,-1,1,0,6,200,0,1,8,95014,53549,61521
17793,1,1,1,4,4,237,4,2,4,97756,20780,34639
17795,2,2,1,6,2,156,6,3,7,97229,44657,59983
17800,2,1,1,0,3,97,0,1,4,94022,97152,19358
17801,2,1,1,0,6,191,0,1,8,92833,26093,52232
17804,2,2,1,0,4,92,0,1,8,94112,25842,82726
17808,1,2,1,0,2,113,0,1,9,91105,79727,11401
17809,2,1,1,0,4,89,0,1,7,95620,27791,20845
17812,2,2,1,5,3,203,4,1,7,98059,39209,37181
17814,2,2,3,5,2,199,4,1,9,97301,16057,55437
17815,2,1,1,0,4,64,0,1,4,94114,79583,31397
17816,1,3,1,6,4,321,6,2,7,98072,54281,22370
17817,2,2,1,0,2,167,0,1,10,94568,42534,47384
17818,2,1,2,6,4,140,7,5,7,97022,24343,3208
17820,2,3,1,0,3,180,0,3,7,94040,54558,33852
17821,1,2,2,4,4,127,0,1,9,98052,51582,59822
17823,2,2,3,0,0,160,0,1,8,94609,34084,21210
17824,2,1,1,0,3,91,0,1,7,94587,29685,70687
17825,2,1,1,5,3,131,3,2,2,98942,25458,16869
17828,1,2,1,0,5,134,0,1,9,90803,61328,30563
17835,2,1,1,0,3,200,0,1,8,95133,25466,26867
17836,2,2,1,0,4,188,0,1,10,91601,28040,37807
17842,1,2,2,6,5,191,0,4,8,97266,17844,33933
17843,2,2,1,6,0,36,0,1,8,94941,71971,30650
17845,2,2,1,0,4,148,0,1,7,95206,13957,66092
17848,1,2,1,0,3,158,0,1,7,94610,57078,29978
17852,1,3,1,6,3,324,4,1,5,98168,21286,33585
17855,2,1,1,0,6,142,0,1,3,90405,53431,28560
17858,2,2,1,0,3,147,0,1,4,94705,69025,12979
17859,1,2,1,4,3,269,4,2,7,97202,34123,39229
17860,2,2,1,7,2,200,0,1,6,98007,38335,24926
17861,2,1,1,0,4,200,0,1,9,96145,34442,2997
17862,2,1,1,0,4,103,0,1,4,91303,20550,26744
17864,2,2,1,0,2,143,0,1,3,92883,35017,30364
17867,2,2,1,0,2,142,0,1,3,90712,30196,31710
17868,2,2,1,0,3,219,0,1,8,94305,33871,13515
17869,1,2,1,0,6,240,0,1,9,93636,30534,11341
17870,1,3,1,6,4,275,7,2,8,98125,35772,36644
17871,1,2,3,0,6,121,0,1,3,91311,37547,38117
17873,1,-1,1,0,2,200,0,1,6,92870,29816,52794
17875,2,1,1,0,6,118,0,1,4,91755,23640,26945
17876,2,3,1,6,5,118,6,2,6,97222,25379,35108
17878,2,2,1,7,3,72,8,3,7,97214,36227,24072
17880,1,2,1,0,3,175,0,1,4,94115,67897,33782
17881,1,3,1,0,5,124,0,1,8,92230,10792,2699
17888,2,1,1,0,4,148,0,1,4,91423,54682,31466
17889,2,2,1,0,3,76,0,1,8,94086,47097,45775
17893,2,1,1,0,6,277,0,1,4,91402,14249,71486
17895,1,2,1,0,3,132,0,1,8,94121,44128,42104
17898,2,1,1,0,2,96,0,1,3,92692,43726,48739
17900,2,2,1,0,3,81,0,1,5,94110,46951,72128
17901,2,1,1,0,3,142,0,5,7,95008,44023,45187
17902,2,2,1,6,0,351,0,1,4,94114,79583,31397
17906,2,2,1,6,0,100,0,1,4,97229,44657,59983
17907,1,1,1,0,3,150,0,1,8,91601,28040,37807
17913,2,1,1,0,7,118,0,1,6,94117,58310,41568
17915,2,2,1,0,3,222,0,1,8,90034,34061,58703
17916,2,1,1,0,5,58,0,1,6,94102,30693,25881
17917,2,1,1,0,7,95,0,1,4,94089,35701,20505
17920,2,1,1,0,4,85,0,5,7,90245,43218,16760
17922,2,2,1,0,2,457,0,2,7,93955,22582,33709
17923,2,2,1,7,3,95,8,4,8,97201,52213,15133
17924,1,2,3,0,2,112,0,1,8,95993,28314,35628
17925,2,2,1,0,3,134,0,1,8,92056,28908,52182
17926,1,2,1,0,3,177,0,1,7,94115,67897,33782
17928,2,1,1,0,8,200,0,1,8,90036,50508,36101
17930,2,2,1,6,4,203,8,1,8,98103,47853,47019
17931,1,2,1,0,3,350,0,1,8,94619,38901,22809
17932,1,2,1,0,3,146,0,2,7,91311,37547,38117
17934,2,2,1,0,3,227,0,1,9,90014,27661,6008
17936,2,2,1,0,3,142,0,1,8,90815,37281,40966
17939,2,1,2,4,4,266,0,4,7,97202,34123,39229
17941,2,2,1,0,2,182,0,1,8,94565,22373,86204
17942,2,1,1,0,4,178,0,1,9,90046,54707,50499
17944,2,1,1,0,5,101,0,1,3,93618,13752,29022
17946,2,1,1,7,0,120,0,3,8,97032,18535,4749
17948,2,2,1,6,0,36,0,1,8,95842,19626,31689
17949,2,2,1,0,3,80,0,1,7,94609,34084,21210
17952,2,2,1,0,2,412,0,1,7,91107,45308,32415
17956,1,2,1,0,3,246,0,1,9,92020,22078,57747
17957,2,3,1,0,4,200,0,1,4,90066,39987,59031
17958,1,1,1,0,3,133,0,2,2,94404,53920,34431
17959,2,-1,1,0,6,200,0,1,6,94904,82093,12087
17960,1,1,1,0,4,136,0,1,4,94618,71892,17226
17961,2,2,1,0,2,300,0,1,3,90504,31124,31633
17962,1,1,1,0,3,168,0,1,7,90028,25363,28151
17963,1,2,1,0,2,139,0,1,3,91941,36728,32413
17966,2,2,1,6,3,108,8,4,4,97202,34123,39229
17967,2,2,1,0,2,116,0,1,7,90815,37281,40966
17970,2,2,3,0,0,195,0,1,8,90024,40289,50964
17972,2,1,1,0,3,109,0,3,5,95448,34413,16910
17973,2,2,2,6,4,100,8,2,8,98109,57253,22030
17976,1,2,2,6,4,91,7,3,9,97405,33708,44220
17977,2,1,1,0,4,94,0,1,5,92082,30420,20559
17978,2,1,1,0,4,181,0,1,8,90001,11409,54760
17981,1,1,1,0,4,328,0,1,8,91791,29182,31796
17982,2,2,1,0,2,403,0,1,3,91360,39400,43767
17984,2,1,1,4,3,70,8,3,4,99006,23043,10999
17985,2,2,1,0,4,114,0,1,8,94546,35705,42650
17986,1,2,1,0,2,184,0,2,8,92107,40626,26535
17989,1,2,1,0,2,113,0,1,4,95119,36007,10291
17991,2,3,1,0,4,166,0,1,8,94587,29685,70687
17993,2,2,1,6,7,95,7,3,8,97222,25379,35108
17995,2,2,1,0,6,200,0,1,8,91007,35263,33586
18016,2,1,1,0,4,200,0,1,8,92691,37657,47275
18017,1,3,1,4,4,170,5,2,9,97302,29610,37969
18018,2,2,1,0,7,112,0,1,8,91752,23121,30073
18023,2,1,3,0,7,143,0,1,8,94553,36343,48018
18028,2,3,1,0,7,179,0,1,7,94952,38223,34039
18029,2,2,1,0,3,136,0,3,9,92780,26678,58755
18032,2,3,2,2,3,185,0,1,8,98001,28419,33655
18036,1,1,2,7,4,83,8,3,4,97007,31486,69469
18037,2,3,1,0,4,88,0,1,3,93314,38474,22535
18039,1,2,1,0,3,161,0,1,8,94609,34084,21210
18040,2,2,1,0,2,200,0,1,5,92260,39327,32452
18043,2,2,1,0,2,527,0,1,3,94596,46745,20307
18045,1,2,1,6,4,163,8,5,7,98118,27140,43618
18048,2,1,1,0,5,60,0,1,6,94530,44209,24101
18057,2,1,1,7,2,291,0,1,9,98109,57253,22030
18060,2,1,1,0,4,63,0,1,3,94546,35705,42650
18062,1,2,1,0,3,83,0,1,3,95822,21383,43024
18064,2,2,1,0,3,100,0,1,4,90045,40989,40272
18068,1,3,1,0,6,69,0,1,8,94577,30705,44344
18073,2,1,1,2,4,156,0,5,9,97351,17905,10118
18075,2,2,1,0,2,266,0,1,6,91911,19297,81872
18077,2,1,1,0,4,117,0,1,7,94105,144416,5553
18081,2,3,1,6,3,217,5,1,8,98029,45607,26054
18083,1,2,1,0,4,178,0,1,8,90706,20397,76989
18086,2,1,1,0,3,106,0,2,8,95008,44023,45187
18087,2,2,1,0,3,86,0,1,7,94518,33738,26965
18090,2,2,1,6,0,36,0,1,8,95032,63721,25664
18092,2,3,1,0,4,162,0,1,7,92313,30446,12169
18093,2,2,1,4,4,202,5,3,9,97439,23150,14715
18095,2,1,1,0,5,88,0,5,4,92835,46701,23477
18096,2,3,2,7,7,194,8,1,9,98146,28416,25281
18099,2,1,2,2,7,56,0,1,5,98672,28096,5237
18101,1,3,1,4,4,197,4,1,6,98030,22210,33074
18106,2,2,1,0,4,118,0,1,8,92154,18071,84060
18113,2,2,1,0,3,198,0,1,8,91602,47889,17771
18115,2,1,1,0,5,52,0,1,3,91744,15724,84674
18116,2,1,1,0,3,292,0,1,9,95129,45876,39740
18117,1,2,1,4,4,164,0,1,3,97302,29610,37969
18119,2,2,1,0,4,116,0,1,8,92253,38722,37750
18124,2,2,1,0,3,308,0,2,7,92122,39636,45556
18126,2,1,1,0,3,108,0,1,7,94015,30658,61591
18128,2,3,1,0,3,134,0,1,7,94603,16285,32977
18133,1,1,1,0,3,56,0,1,7,94702,36181,16324
18134,2,2,2,6,3,107,8,3,7,97232,39416,11784
18135,2,1,1,6,4,201,0,1,9,98052,51582,59822
18137,2,2,3,2,2,172,4,1,3,98338,28983,23560
18141,2,2,1,0,4,206,0,1,7,94105,144416,5553
18144,1,2,1,0,3,139,0,1,3,94606,21747,36214
18145,2,1,2,7,4,54,8,5,8,97008,28135,29684
18148,1,1,1,4,2,131,7,2,2,97027,26579,12434
18149,2,2,1,0,5,200,0,1,7,90001,11409,54760
18150,1,2,1,0,4,191,0,1,8,91405,17645,54435
18151,2,2,1,2,2,178,0,2,3,98221,33694,20305
18156,2,3,1,4,6,64,8,5,6,97210,57493,11422
18157,2,2,1,0,3,200,0,1,3,97068,42670,28747
18161,2,1,1,0,4,153,0,1,7,95134,51672,15517
18163,2,2,1,0,3,170,0,1,4,94102,30693,25881
18165,1,3,1,0,6,136,0,1,8,92126,30040,77860
18166,2,1,1,0,5,126,0,3,8,95307,19311,43160
18168,2,2,1,0,2,295,0,1,7,94109,58033,55519
18170,2,1,1,0,5,82,0,2,6,92603,60685,20172
18171,1,2,1,0,3,143,0,1,7,98109,57253,22030
18176,1,2,1,1,3,170,0,1,8,97322,19268,34766
18177,1,2,1,0,4,212,0,1,8,93602,28193,4074
18180,1,3,1,0,7,104,0,1,8,94122,41196,57369
18184,2,2,1,0,3,146,0,1,7,92122,39636,45556
18187,2,1,1,0,3,97,0,3,9,92037,64476,40114
18189,2,3,1,0,6,146,0,1,4,95030,86419,13791
18190,1,2,1,0,3,190,0,3,7,94115,67897,33782
18194,1,2,1,0,2,200,0,1,8,92117,32901,52648
18196,2,2,1,0,5,124,0,5,4,94591,30470,53548
18197,2,2,1,0,2,200,0,1,7,93722,20444,79727
18199,2,2,1,0,3,114,0,1,7,94123,94338,24500
18201,2,2,1,0,2,168,0,1,7,92020,22078,57747
18202,1,2,1,0,3,200,0,1,8,94306,61704,27236
18204,2,3,1,2,6,125,4,1,9,97439,23150,14715
18205,2,1,1,0,4,127,0,1,7,94538,34237,61784
18206,2,1,1,0,5,115,0,1,4,90401,56695,6821
18214,2,2,1,0,3,175,0,1,2,94577,30705,44344
18218,2,-1,1,0,5,200,0,1,8,98008,44215,24408
18219,2,3,1,0,5,170,0,1,9,90266,81090,35324
18222,2,2,1,0,4,69,0,1,9,94115,67897,33782
18225,1,2,1,6,2,260,4,1,7,97405,33708,44220
18228,2,2,1,6,0,364,0,1,8,95815,16320,25627
18234,2,1,1,0,3,148,0,1,6,94568,42534,47384
18235,2,-1,1,0,2,200,0,1,8,97471,25945,30300
18236,2,2,1,0,2,187,0,1,8,94523,43827,33923
18238,1,2,1,0,3,326,0,1,7,90019,25568,65408
18239,2,2,1,0,3,291,0,1,8,91343,21048,62321
18242,1,2,2,7,7,95,8,3,7,97233,16763,39849
18246,1,1,1,0,8,119,0,3,6,93041,23974,23874
18249,2,2,1,0,3,156,0,1,7,94596,46745,20307
18250,2,1,1,6,4,100,5,2,9,97219,43372,39392
18251,2,1,1,0,3,128,0,3,5,94530,44209,24101
18253,1,3,1,0,5,98,0,1,3,92663,62239,23141
18256,1,2,1,0,2,218,0,2,8,92584,25341,45510
18259,2,1,1,6,3,200,0,1,9,98362,25914,22052
18262,2,2,1,0,3,114,0,1,8,90046,54707,50499
18264,2,2,1,0,3,200,0,1,8,91604,67802,28468
18266,2,1,1,2,3,270,4,2,7,97006,27515,65482
18268,2,-1,1,0,5,200,0,1,8,94121,44128,42104
18271,2,2,1,4,3,152,4,1,8,97420,20553,26761
18272,1,2,1,0,3,143,0,3,9,90028,25363,28151
18275,2,2,1,0,3,188,0,1,7,92154,18071,84060
18278,2,1,1,0,3,67,0,1,2,90501,25966,42373
18281,2,2,1,0,3,425,0,1,5,91325,30570,33121
18282,2,2,3,0,6,98,0,1,4,93940,38374,33685
18283,1,2,1,0,3,94,0,1,7,94608,36714,26288
18286,2,1,1,0,7,85,0,1,10,92011,46854,23120
18287,2,1,1,6,6,102,4,1,8,98501,34166,40035
18290,1,2,1,0,3,107,0,1,6,91801,25627,54176
18291,1,1,3,0,4,64,0,1,4,94131,62735,26908
18295,1,2,1,0,5,78,0,1,9,92701,13567,54117
18301,2,2,1,0,2,200,0,1,8,93309,23265,59489
18302,2,2,2,7,3,184,7,1,9,98004,66689,30072
18305,2,-1,1,0,4,200,0,1,8,95828,17508,60993
18306,2,1,1,0,4,100,0,1,4,92009,45985,42649
18310,1,2,1,0,3,237,0,1,8,94110,46951,72128
18312,2,3,1,0,4,183,0,1,10,90019,25568,65408
18313,2,1,1,0,4,117,0,1,8,92618,48602,18617
18315,1,2,1,0,4,79,0,1,2,90405,53431,28560
18317,2,2,1,0,4,129,0,1,4,91730,25825,66362
18320,2,2,1,0,2,148,0,1,10,93003,33201,50446
18322,1,3,1,4,8,129,7,3,3,97204,9537,1387
18327,2,1,1,0,3,114,0,5,4,94086,47097,45775
18328,1,2,1,0,2,387,0,1,7,91367,43265,40506
18334,1,3,1,0,4,70,0,1,4,94044,43956,37943
18335,2,-1,1,0,3,200,0,1,3,90201,11699,101932
18339,2,2,1,0,3,166,0,1,3,94110,46951,72128
18341,2,3,1,0,5,250,0,3,8,90303,15780,26339
18344,1,2,1,0,3,417,0,1,8,90007,11049,43173
18346,2,-1,3,0,0,200,0,1,8,90019,25568,65408
18349,1,2,1,0,3,78,0,1,7,94618,71892,17226
18351,2,1,2,6,3,104,8,1,4,98065,49014,12690
18353,2,2,1,0,5,60,0,1,8,93711,39697,37651
18354,2,2,1,0,3,161,0,2,4,95124,45127,47446
18356,2,2,1,0,3,132,0,1,8,94118,56817,40292
18357,1,2,1,0,4,83,0,1,8,91311,37547,38117
18361,1,3,1,0,4,116,0,1,9,94109,58033,55519
18365,2,1,1,0,4,72,0,5,4,95604,69989,44
18368,2,2,1,0,5,200,0,1,8,92057,26771,54901
18371,2,1,3,0,0,48,0,1,8,90066,39987,59031
18374,2,1,1,0,6,64,0,1,8,90621,21759,35507
18379,2,2,1,0,3,141,0,1,7,91977,23768,60542
18383,2,-1,1,0,4,200,0,1,3,93065,38257,71899
18384,1,3,1,5,4,182,4,5,9,97401,23892,40482
18386,2,1,1,0,5,200,0,1,6,95131,38364,28999
18388,1,2,3,0,3,106,0,1,3,90240,26912,25411
18391,2,1,2,6,3,108,8,1,8,98117,44466,30719
18392,2,1,1,0,4,118,0,1,7,92562,30614,62070
18394,2,-1,1,0,3,200,0,1,4,90046,54707,50499
18395,1,-1,1,0,4,200,0,1,8,90028,25363,28151
18400,2,2,2,3,3,165,5,3,8,97232,39416,11784
18404,2,2,1,6,0,147,0,1,8,98102,55079,22493
18406,2,2,1,0,3,144,0,1,7,92117,32901,52648
18409,1,1,2,4,7,102,7,4,9,97217,28829,31929
18413,1,2,1,0,3,175,0,5,4,90046,54707,50499
18416,1,2,1,0,5,221,0,1,1,91502,24461,11420
18423,2,1,1,0,3,88,0,5,9,90025,49246,43555
18424,1,2,1,0,5,146,0,1,8,92028,30146,47282
18427,2,2,1,0,5,195,0,3,7,90047,19552,47533
18429,2,3,1,0,4,151,0,1,8,94109,58033,55519
18430,2,-1,3,0,0,200,0,1,8,94116,41533,45157
18431,1,2,1,0,3,145,0,2,8,91950,16508,60784
18432,1,2,1,0,5,127,0,1,8,92584,25341,45510
18433,2,2,2,7,6,120,7,3,4,98102,55079,22493
18435,1,3,1,0,6,139,0,1,8,95123,35614,63621
18438,1,2,2,4,4,220,0,4,8,97005,21693,24655
18441,2,2,1,4,4,232,4,3,9,97229,44657,59983
18442,1,2,1,0,3,450,0,1,7,90066,39987,59031
18443,1,2,1,0,6,260,0,1,8,90212,61224,12510
18446,1,1,2,7,3,124,7,3,2,97232,39416,11784
18448,2,2,1,0,2,219,0,1,7,94085,36586,23476
18450,1,3,1,0,6,342,0,1,3,91342,19296,89686
18452,2,2,1,0,4,93,0,1,1,92804,19920,84648
18458,1,3,1,4,4,227,0,2,8,97470,20885,19972
18460,2,2,1,0,3,162,0,1,9,95126,39987,33711
18461,1,2,1,6,3,183,0,1,8,94132,31418,31080
18463,2,-1,1,0,2,200,0,1,3,92065,29903,37299
18464,1,2,3,0,3,104,0,1,4,94801,18957,29825
18466,1,3,1,0,7,94,0,1,3,96007,19235,22785
18470,2,2,2,4,2,460,0,1,7,97219,43372,39392
18471,2,1,2,7,3,118,0,1,9,98011,37695,30069
18472,2,2,1,0,5,138,0,1,4,94608,36714,26288
18473,2,2,1,0,2,200,0,1,3,92505,19267,49435
18474,1,2,1,0,2,200,0,1,3,95901,18114,32569
18476,2,2,1,0,5,129,0,1,9,92662,75392,2903
18479,1,2,1,0,6,101,0,1,9,96080,20777,28084
18482,2,2,1,0,2,253,0,1,7,90057,13790,45392
18483,2,2,1,0,2,364,0,1,8,90746,28653,26276
18485,1,2,3,0,3,156,0,1,3,91780,27275,34890
18486,1,3,1,0,5,371,0,1,10,90802,32208,39297
18488,2,1,1,0,3,125,0,1,7,92078,28802,44007
18489,2,2,1,0,2,516,0,1,8,91403,56485,23672
18492,1,1,2,2,5,166,8,1,8,98072,54281,22370
18493,2,2,1,6,0,430,0,1,8,94134,24712,38815
18497,2,2,1,0,6,76,0,5,9,95818,43653,19960
18498,2,1,3,0,0,122,0,1,5,94087,52479,54362
18499,2,3,1,0,4,200,0,1,2,91326,42685,35900
18502,2,1,1,0,7,200,0,1,8,92801,18703,62859
18508,1,2,1,4,3,179,5,1,8,97124,32016,48406
18509,1,2,1,6,6,81,8,2,7,97214,36227,24072
18512,1,2,1,0,3,192,0,1,4,94607,24142,25107
18513,2,1,1,0,4,84,0,1,4,94536,37039,69921
18514,2,1,1,0,4,91,0,1,5,94116,41533,45157
18516,1,1,3,0,0,94,0,1,5,94618,71892,17226
18517,2,2,1,6,0,465,0,1,10,95148,32244,45741
18520,2,2,1,0,4,141,0,1,8,94587,29685,70687
18521,2,2,1,0,2,200,0,1,6,92407,17813,58275
18522,2,2,1,6,0,539,0,1,4,94560,31056,43139
18523,2,2,1,0,3,161,0,1,7,94609,34084,21210
18526,2,1,1,0,4,106,0,1,6,94087,52479,54362
18540,1,2,2,6,3,136,7,5,7,98119,54053,22360
18542,2,3,1,0,8,265,0,1,5,92374,26350,40605
18543,2,1,1,0,3,86,0,1,6,93004,30911,30737
18546,1,1,1,0,4,278,0,2,4,94553,36343,48018
18547,2,2,1,0,4,223,0,1,5,92408,14749,14548
18548,2,-1,1,0,4,200,0,1,8,94549,69032,27784
18550,1,2,1,6,3,85,8,4,6,97702,28297,42272
18553,2,2,1,0,4,138,0,1,7,94109,58033,55519
18555,2,3,1,0,5,200,0,1,8,90027,37227,45942
18556,2,2,2,5,2,407,0,1,7,98409,21513,23423
18558,2,3,1,0,3,200,0,1,7,94117,58310,41568
18559,2,1,1,2,3,158,0,2,8,98007,38335,24926
18562,1,2,1,6,3,110,0,1,4,98133,29390,46405
18565,1,2,1,6,4,229,7,1,6,98126,40087,20631
18566,1,2,1,0,3,115,0,1,9,90012,18754,29528
18568,2,-1,1,0,6,200,0,1,8,92806,23927,39468
18569,1,2,1,5,2,320,4,1,8,97220,23279,28847
18574,2,3,1,0,4,97,0,1,9,92532,23972,20383
18575,2,2,1,0,3,176,0,1,6,90069,82072,20731
18578,1,2,1,7,3,198,6,3,4,98118,27140,43618
18589,1,2,1,0,2,200,0,1,6,95207,20320,47883
18594,1,2,1,0,4,98,0,1,4,94609,34084,21210
18600,2,1,3,0,3,192,0,1,1,92021,21942,65175
18602,2,-1,1,0,5,200,0,1,3,95327,17100,9306
18605,1,2,3,0,3,153,0,1,4,94606,21747,36214
18608,2,1,1,0,6,179,0,1,2,91016,31749,41985
18611,2,2,1,0,5,135,0,1,8,95118,38417,31858
18614,2,2,1,0,2,233,0,3,6,90250,21018,93994
18617,2,2,1,5,2,415,0,1,8,98661,23078,42097
18619,1,2,3,6,3,176,0,1,8,95123,35614,63621
18622,2,2,1,0,4,154,0,1,6,90803,61328,30563
18630,1,2,1,0,3,172,0,5,4,94117,58310,41568
18632,2,2,1,6,0,445,0,1,7,95616,27145,47995
18633,2,2,1,0,2,173,0,1,7,94041,59394,13219
18638,1,3,1,0,4,185,0,5,10,94610,57078,29978
18639,2,3,1,0,6,165,0,1,3,90810,17054,36113
18641,2,2,1,6,2,281,5,3,7,98052,51582,59822
18642,2,2,1,0,3,308,0,1,5,92405,14078,29967
18644,2,1,1,0,6,228,0,5,5,92139,20504,36594
18646,1,1,1,0,5,137,0,1,9,92691,37657,47275
18647,2,2,3,2,2,235,0,5,8,98264,25312,18319
18648,1,1,1,0,4,135,0,2,7,90094,72234,5852
18649,2,2,1,6,0,34,0,1,8,94117,58310,41568
18651,1,1,2,7,5,83,8,3,8,98053,55246,21816
18653,2,2,1,6,0,34,0,1,8,95403,30809,44914
18657,2,3,1,0,4,200,0,1,3,91436,75744,14147
18660,2,1,1,7,3,126,7,3,6,98199,58018,20623
18662,2,2,1,0,2,137,0,2,7,91505,37497,31636
18664,2,2,1,0,4,149,0,1,8,94804,23996,39995
18666,2,2,1,0,3,241,0,1,7,90744,14383,57358
18669,2,1,1,0,5,155,0,1,1,91406,21853,52682
18671,1,1,1,0,5,79,0,1,3,90250,21018,93994
18672,2,1,1,0,5,54,0,1,8,91730,25825,66362
18676,1,2,1,4,2,233,5,1,8,97420,20553,26761
18677,2,1,2,7,4,106,7,2,5,98136,49994,14899
18680,1,1,1,0,2,128,0,1,3,92105,14636,68469
18681,2,-1,1,0,6,200,0,1,5,94952,38223,34039
18682,1,2,3,0,4,136,0,1,3,90266,81090,35324
18683,1,1,1,0,3,76,0,1,4,94118,56817,40292
18686,2,2,1,0,3,165,0,1,7,94709,36941,12360
18688,2,2,1,6,3,132,8,5,7,98204,21316,40843
18698,2,2,1,0,3,138,0,5,7,94123,94338,24500
18699,1,2,1,0,3,86,0,1,7,92691,37657,47275
18700,1,2,1,0,4,167,0,1,4,90031,14522,40052
18701,2,2,1,7,3,149,7,1,3,99163,19413,32148
18702,2,3,1,3,6,136,5,2,8,98225,22118,46251
18704,2,1,1,0,4,52,0,1,9,90250,21018,93994
18707,2,1,3,0,5,114,0,1,8,94127,63176,19576
18710,2,1,1,0,4,106,0,1,8,92078,28802,44007
18711,1,2,1,0,4,150,0,1,4,91362,52738,35093
18715,1,2,1,0,3,113,0,1,7,95148,32244,45741
18725,2,2,1,0,5,65,0,1,9,92054,25551,42751
18726,2,2,1,6,3,235,4,1,9,98004,66689,30072
18728,2,1,1,0,6,123,0,1,5,92201,17094,62551
18731,1,2,1,4,3,286,0,3,9,98105,31239,45332
18732,2,2,1,0,3,274,0,1,5,92707,16685,60288
18735,2,2,1,0,3,272,0,1,9,95131,38364,28999
18742,2,1,1,0,4,111,0,1,7,94131,62735,26908
18748,2,2,1,0,3,157,0,1,7,94115,67897,33782
18750,2,2,1,0,3,159,0,1,8,94533,22616,69067
18751,2,2,1,0,2,124,0,1,8,94536,37039,69921
18755,1,2,1,0,3,139,0,1,7,94114,79583,31397
18756,1,2,1,0,2,144,0,1,6,91773,35084,33441
18757,2,2,1,0,5,164,0,1,6,91914,34235,17516
18758,2,2,1,6,0,559,0,1,8,94124,21890,35309
18760,2,1,1,7,4,131,0,1,5,98424,25827,10214
18763,2,2,3,0,0,180,0,1,8,95122,16143,55438
