id,v1,v2,v3,v4,v5,price,v6,v7,v8,zipcode,made_purchase
50273,2,1,2,6,5,81,8,5,4,98122,1
47668,2,1,3,0,5,114,0,1,9,93041,1
26608,2,1,2,6,4,91,8,1,8,97080,0
48967,2,2,1,0,4,52,0,1,4,94579,0
36194,2,2,1,0,3,167,0,1,4,95051,0
33534,1,1,1,0,3,188,0,1,6,94588,0
11348,2,2,1,0,3,178,0,1,1,95757,0
31822,2,2,1,0,3,158,0,1,3,92009,0
44959,2,2,3,0,0,449,0,1,8,90292,0
15146,1,2,1,0,3,134,0,1,8,94305,0
18280,2,2,1,2,3,270,0,1,9,98204,0
12771,1,2,1,2,5,206,4,1,7,97230,0
35601,1,3,1,0,3,149,0,1,1,94122,1
12110,2,2,1,0,6,160,0,5,8,91343,1
52847,2,3,1,0,5,200,0,1,8,95306,0
9835,2,1,1,0,4,108,0,5,9,92801,1
37824,2,2,1,0,4,100,0,1,7,91702,0
15091,2,1,1,0,4,128,0,3,4,90046,0
34226,2,2,1,0,2,108,0,1,2,94061,0
13663,2,2,1,0,3,183,0,2,7,91722,0
55180,2,1,1,0,3,74,0,1,5,95131,0
35925,1,3,1,0,6,123,0,1,9,94541,0
10678,2,1,2,7,6,72,8,1,3,98021,0
59118,2,2,1,0,3,165,0,1,7,92107,0
7803,2,2,1,0,3,180,0,1,5,91024,0
48424,2,2,1,0,2,133,0,1,10,91205,0
41844,2,2,1,0,4,221,0,1,10,91106,0
368,1,2,1,6,3,172,3,1,9,97378,0
36531,2,1,1,0,3,354,0,1,7,94609,0
35321,1,2,1,0,4,200,0,1,3,97211,0
10720,2,1,1,0,3,95,0,1,7,94306,0
19206,2,1,1,0,4,107,0,1,7,92223,0
21302,2,2,1,0,4,323,0,1,7,94587,0
20225,2,2,1,0,4,254,0,1,8,94109,0
57377,2,1,1,0,3,178,0,1,7,94597,0
54329,2,1,1,0,6,60,0,1,9,94558,0
2783,1,1,1,0,4,200,0,1,5,90036,0
24929,2,2,1,0,3,184,0,2,8,90036,0
26211,2,3,1,0,4,212,0,5,9,90025,1
58752,2,1,1,0,4,228,0,1,8,94598,0
31279,1,3,1,0,5,91,0,1,3,95776,1
32714,2,2,3,0,3,238,0,1,7,90403,1
34069,2,2,1,4,0,176,0,5,8,98004,0
6804,2,1,2,4,4,234,8,5,9,98375,0
7300,2,1,1,0,4,60,0,5,7,94602,0
51178,2,2,1,0,4,107,0,5,7,92373,1
13018,2,2,1,4,2,227,4,3,4,97701,0
11113,2,2,1,6,3,128,0,2,8,97209,1
59987,2,-1,1,0,2,200,0,1,6,92705,0
19907,2,2,1,0,3,138,0,1,4,94002,0
29227,1,2,1,0,3,200,0,1,7,90064,0
5609,2,-1,3,0,0,200,0,1,8,90026,0
40725,1,1,1,0,4,138,0,1,7,90065,0
19068,1,3,1,0,5,95,0,1,8,94546,1
42726,2,2,1,0,4,164,0,1,8,90019,0
50343,1,2,1,4,2,201,0,1,7,98059,0
28523,2,2,1,6,3,149,6,3,8,97239,1
17884,2,1,1,0,6,138,0,2,6,91605,0
51697,2,1,1,0,3,150,0,1,3,90061,1
37316,1,1,1,0,7,124,0,1,5,95648,0
28711,2,3,1,0,6,213,0,1,3,91733,0
8888,2,2,1,0,2,248,0,5,2,91406,1
32846,1,2,1,0,2,85,0,1,6,95023,0
48003,2,2,1,0,4,134,0,1,5,92119,0
56006,2,2,1,0,4,159,0,1,7,90814,0
34809,2,2,1,6,0,468,0,1,8,94539,0
6508,1,2,1,0,2,278,0,2,9,90034,0
12118,2,2,1,0,5,130,0,1,4,91739,1
28442,2,2,1,0,3,94,0,1,9,91764,0
54374,2,2,1,0,3,109,0,1,9,90650,0
19152,1,1,2,7,6,146,6,1,3,98335,1
17879,2,2,1,0,5,154,0,1,8,91311,0
29629,2,2,1,6,3,207,0,1,8,90057,0
35535,2,2,1,0,3,126,0,1,9,91762,0
25257,1,1,1,0,3,165,0,1,8,90803,0
10701,1,2,3,4,3,288,3,1,6,98032,1
17485,2,2,2,6,5,120,4,3,8,98409,1
56409,2,2,3,0,5,137,0,1,10,92117,0
6178,1,-1,1,0,3,200,0,1,3,94605,0
48258,2,2,1,0,2,412,0,1,8,94401,0
8502,2,2,1,1,2,406,0,1,3,97223,0
45870,2,2,1,6,0,34,0,1,8,94114,0
865,2,2,3,1,3,100,0,1,8,94122,0
31706,2,2,1,0,2,97,0,5,4,94107,1
31178,1,2,1,5,4,160,0,1,7,98208,0
55400,2,1,1,6,3,79,7,5,7,98070,1
22400,2,2,1,0,3,87,0,1,9,90014,0
33929,1,2,3,0,2,148,0,1,3,91604,0
37816,2,2,1,6,0,355,0,1,3,91910,0
41712,2,2,1,6,0,35,0,1,8,94541,0
53094,2,2,1,7,3,175,6,3,3,98109,1
33257,2,2,1,0,3,158,0,1,5,90403,1
12976,2,1,1,0,4,76,0,1,7,94015,0
37222,2,2,1,0,2,105,0,2,9,91786,0
14319,2,1,1,0,3,70,0,1,7,90405,1
37754,2,2,1,0,4,74,0,1,7,94607,0
4947,2,1,1,0,3,71,0,1,7,95012,0
30178,1,2,1,0,2,197,0,1,9,91790,0
11238,2,1,2,4,7,62,8,5,6,97538,0
39089,1,2,1,0,3,125,0,5,4,94523,1
50768,2,1,1,1,3,171,0,1,8,97501,0
26748,2,2,1,0,3,140,0,1,8,96161,0
38315,2,2,1,0,5,69,0,1,5,92020,0
43161,2,1,1,0,6,127,0,1,4,91355,0
5522,2,-1,3,0,0,200,0,1,4,94112,0
52750,2,2,1,6,2,132,0,5,2,98052,1
689,2,2,1,0,3,143,0,1,6,94709,1
29493,2,1,1,0,3,146,0,1,9,90039,0
13827,2,2,1,6,0,323,0,1,8,94105,0
26227,2,2,1,0,4,423,0,2,8,90016,0
35111,1,3,1,0,4,190,0,1,9,93247,0
7229,2,2,1,6,0,126,0,3,8,97212,0
54854,2,2,1,6,0,34,0,1,8,94107,0
45230,1,2,2,4,6,111,8,1,9,98277,0
13650,2,2,1,6,0,434,0,1,4,94109,0
6264,2,2,1,0,3,168,0,1,2,92109,0
51764,2,1,1,0,4,104,0,1,8,94062,0
46217,2,1,1,0,3,84,0,1,3,91367,1
31205,1,2,1,0,2,176,0,1,9,92345,0
7293,1,3,1,7,7,252,5,3,4,98036,0
56640,2,2,1,6,0,127,0,1,8,98103,0
8334,2,2,1,0,2,316,0,3,9,92562,0
51024,2,2,1,0,4,108,0,1,7,95776,0
41165,2,2,1,0,5,159,0,1,9,91356,0
21522,1,1,2,6,4,98,7,1,5,98125,0
23892,2,-1,1,0,2,200,0,1,8,92337,0
19930,2,2,1,0,3,131,0,1,4,94117,1
1662,2,2,1,6,2,171,7,4,8,97202,1
33751,1,1,3,0,3,115,0,1,8,94118,1
47717,2,1,1,0,3,197,0,1,8,90049,0
13189,2,2,1,0,3,134,0,1,7,94806,0
328,1,2,1,6,3,137,8,3,8,98117,1
42015,1,1,1,0,4,95,0,5,9,94525,0
12485,2,2,1,0,2,104,0,1,10,95835,1
5027,2,2,1,0,4,141,0,1,7,94123,0
3282,1,3,1,0,7,163,0,1,8,92653,0
28394,2,2,1,0,3,166,0,1,9,90292,0
54615,2,2,1,0,2,149,0,1,7,92831,0
1349,2,2,1,4,2,194,4,1,7,98033,0
27355,2,2,1,0,3,184,0,5,7,94132,1
58087,1,3,1,0,5,105,0,5,10,95123,0
18873,1,-1,1,0,2,200,0,1,8,99336,0
53372,2,2,1,0,2,325,0,1,3,95307,0
14375,2,2,1,0,4,169,0,1,4,91335,0
47922,2,2,1,6,4,142,5,1,7,98002,0
59391,1,3,1,0,6,77,0,1,3,95693,0
7291,2,1,1,0,6,200,0,1,5,95391,0
30966,2,1,1,0,6,200,0,1,5,92701,0
5796,2,3,1,0,4,218,0,5,9,91504,0
10017,2,2,1,2,3,226,6,1,7,98008,1
46394,2,2,1,0,2,100,0,1,7,94117,0
971,1,2,1,0,2,145,0,1,3,91406,0
56462,2,1,1,5,3,217,7,3,7,97227,0
9056,2,2,1,2,4,179,0,1,8,98118,0
2015,2,2,1,7,6,170,8,5,2,98005,0
55563,2,3,1,0,5,154,0,1,9,90740,0
38779,2,2,1,0,6,200,0,1,8,94606,0
37667,1,1,1,0,3,119,0,1,10,92026,0
10401,2,3,1,0,2,304,0,1,7,94301,0
49509,2,1,1,0,3,317,0,1,8,90027,0
33525,2,1,2,2,0,125,0,1,8,97045,0
6437,2,1,1,4,2,351,0,1,8,98188,0
59159,2,2,1,3,5,135,4,2,9,97504,0
59561,1,2,3,0,3,173,0,1,7,94606,1
24981,2,1,1,0,4,79,0,1,8,92692,0
9737,2,2,1,0,3,173,0,1,8,92571,1
37067,1,2,1,0,3,179,0,3,2,91977,1
40078,1,2,1,0,5,203,0,3,3,95660,0
48317,2,2,1,6,3,176,8,1,7,98115,0
26173,1,2,1,0,3,186,0,1,9,91403,0
14335,2,2,1,0,3,84,0,1,7,94565,0
51127,1,1,1,0,7,164,0,5,10,94122,1
9625,1,2,1,7,3,210,6,2,8,97213,0
52700,2,2,1,0,3,102,0,1,3,90804,0
58400,2,-1,3,0,0,200,0,1,4,93004,0
30529,2,1,1,0,6,57,0,2,7,91006,0
29214,1,1,1,6,3,149,6,3,4,97202,1
34357,2,3,1,0,6,184,0,1,4,90006,0
29945,2,3,1,0,6,133,0,1,8,94806,0
56669,1,1,1,0,5,138,0,1,8,92627,0
34021,2,1,1,0,5,236,0,1,9,91364,0
24271,2,3,1,0,5,66,0,1,4,92024,1
29832,2,2,3,2,3,297,4,1,8,98042,0
13730,2,2,3,0,0,134,0,1,8,95112,0
54997,2,2,1,0,3,170,0,1,2,94109,0
4900,2,-1,1,0,3,200,0,1,4,90807,0
5613,2,1,1,0,3,200,0,1,8,95110,0
6188,1,1,2,6,6,92,8,1,8,98052,0
34122,2,2,1,0,3,122,0,1,4,93312,0
42155,2,1,1,0,3,126,0,1,7,94583,0
49809,1,2,1,0,3,314,0,1,6,92508,0
4937,1,2,1,6,2,227,5,3,9,98007,0
25352,2,2,1,0,4,186,0,1,8,91401,1
17508,1,3,1,0,6,110,0,1,9,92395,0
17258,1,2,1,6,4,187,7,1,4,98144,0
42727,2,1,1,0,5,122,0,1,4,94501,0
35891,2,2,1,0,4,149,0,1,7,94122,1
32106,2,2,1,0,2,180,0,1,9,94965,0
45978,2,1,1,0,8,85,0,1,5,91326,0
37917,1,1,1,0,4,89,0,2,6,90002,0
24652,2,2,1,0,4,218,0,5,9,92223,0
32144,1,2,1,0,2,155,0,1,6,93644,0
35849,2,2,1,0,4,118,0,1,3,91006,1
22498,2,-1,1,0,4,200,0,1,8,92277,0
16556,1,3,1,0,7,165,0,1,4,91765,0
711,2,2,1,0,6,76,0,1,4,94158,0
13062,2,2,1,0,3,106,0,1,8,94122,0
13846,1,2,1,0,2,426,0,1,8,90241,0
16222,2,2,1,0,3,168,0,1,10,90405,0
54054,2,2,3,0,3,217,0,1,3,92563,1
46362,2,2,1,0,2,200,0,1,2,92647,0
17997,1,3,1,0,5,310,0,2,9,90068,0
47905,2,-1,3,0,0,200,0,1,8,95531,0
50005,2,2,1,0,3,162,0,1,4,94555,0
6577,2,2,1,0,3,155,0,1,9,91326,0
28316,2,2,1,6,0,469,0,1,4,91801,0
29276,1,1,1,0,5,200,0,1,8,94122,0
12043,2,1,1,0,3,154,0,1,7,94538,0
34234,1,2,1,0,4,140,0,5,6,90403,0
41474,1,-1,1,0,2,200,0,1,8,92880,0
3991,2,2,2,6,3,174,8,1,7,98034,0
35121,1,1,1,0,4,141,0,1,8,91775,0
55301,2,2,1,0,3,119,0,1,8,95060,0
58855,2,1,1,0,7,200,0,1,9,91204,0
17179,2,2,1,0,3,167,0,1,4,94134,0
20914,2,2,1,0,4,149,0,1,4,92805,0
1831,2,2,1,0,4,147,0,1,8,92610,0
22555,2,1,2,7,7,70,8,5,3,97304,1
39040,2,1,1,0,4,120,0,1,4,90221,0
24052,2,2,1,6,0,34,0,1,8,92648,0
15268,1,2,1,0,3,207,0,1,8,95670,1
56112,1,2,1,0,3,241,0,1,10,91950,0
3402,2,2,1,0,5,127,0,1,4,94103,1
28093,2,2,1,0,3,592,0,1,8,95630,0
50152,1,2,1,0,7,177,0,3,6,96003,0
13527,1,3,1,0,5,113,0,1,8,92104,1
40237,2,1,1,0,5,93,0,1,6,93727,0
52301,1,3,1,6,4,203,5,2,6,98007,1
44836,2,1,1,0,5,181,0,5,9,92612,1
12366,2,1,1,6,5,152,4,1,4,97225,0
28535,1,2,1,6,6,246,4,2,8,97232,1
46140,2,2,1,0,3,156,0,1,8,90210,0
419,2,2,3,1,2,438,0,1,2,97305,0
8338,1,2,1,0,3,222,0,1,7,94124,0
13250,2,2,1,0,2,428,0,1,5,92020,0
39405,2,2,1,4,3,216,4,3,9,98021,0
3625,2,2,1,0,3,282,0,1,9,93223,0
45676,2,1,3,4,5,258,4,1,6,98368,0
16060,2,2,1,2,4,106,8,1,2,98201,0
45338,2,2,1,6,0,35,0,1,8,94561,0
31039,2,2,3,4,2,407,4,1,8,98433,0
23217,2,2,1,6,0,102,0,1,8,98087,0
35770,1,2,1,0,2,172,0,1,6,95624,0
38524,2,2,1,0,3,113,0,1,8,94122,0
26910,2,1,1,0,8,200,0,1,8,94044,0
830,2,2,1,6,0,34,0,1,8,94112,0
3912,1,2,1,0,2,164,0,1,7,91402,0
34237,2,2,1,0,3,190,0,1,7,94112,0
36643,2,2,1,0,2,137,0,1,6,92336,0
52711,2,1,1,7,3,126,6,2,2,97006,1
11392,2,2,2,4,4,213,0,1,3,97211,0
36993,1,1,1,0,5,129,0,1,8,94123,0
896,1,2,1,0,3,208,0,1,8,94611,1
27695,2,2,1,6,0,346,0,1,3,92683,0
4146,1,1,1,0,5,113,0,1,2,91361,0
56230,2,2,1,0,4,127,0,1,4,94110,0
52351,1,1,1,0,4,200,0,1,7,91367,0
22032,2,2,1,0,6,130,0,1,1,94941,0
31298,1,1,1,0,4,318,0,1,8,94542,0
39167,2,1,1,0,3,151,0,1,8,94608,0
10963,2,1,2,7,2,139,6,4,7,97236,0
23333,2,2,1,0,4,133,0,1,8,95131,0
5,2,1,1,0,3,215,0,1,7,95112,0
37918,2,2,1,0,4,118,0,1,9,90004,0
36998,2,2,1,7,3,221,5,1,7,97003,0
5561,2,2,1,0,3,209,0,5,9,91605,0
36430,1,2,1,0,3,113,0,5,4,90019,1
55472,2,2,1,0,4,153,0,2,9,94080,0
21759,2,2,1,6,0,35,0,1,8,95391,0
57433,2,2,1,6,0,397,0,1,4,95219,0
11482,2,2,1,6,0,450,0,1,7,91101,0
33301,1,2,1,0,2,111,0,1,8,92405,0
3934,1,2,1,0,4,200,0,1,7,94121,0
9717,1,1,1,0,6,112,0,1,7,94939,1
14400,2,3,1,0,3,298,0,1,8,92027,0
35971,2,1,1,0,5,206,0,5,9,90017,1
18063,2,1,1,0,3,82,0,1,5,93030,0
50880,2,1,1,6,7,108,7,3,7,97005,1
8914,2,1,1,0,5,88,0,1,8,95129,0
47804,2,1,1,0,5,112,0,1,4,95125,0
7390,1,3,1,6,6,159,0,1,8,98662,0
42619,2,2,1,0,3,102,0,1,7,94609,0
43662,2,2,1,6,0,401,0,1,4,94112,0
13651,2,2,1,0,2,333,0,1,7,90706,0
15243,1,1,1,0,5,198,0,1,8,90044,1
31959,2,2,1,0,3,80,0,5,7,94107,1
32331,1,1,1,0,4,91,0,1,3,92284,0
57105,2,2,1,0,4,200,0,1,2,95819,0
30681,2,2,1,0,2,251,0,1,7,94040,0
1201,1,1,3,0,0,105,0,1,8,91709,0
34113,2,2,1,0,2,177,0,1,8,92553,0
53522,2,2,1,0,3,214,0,2,7,92101,0
15866,2,2,1,0,2,179,0,1,9,92648,0
19141,1,2,1,0,5,103,0,1,7,94110,1
53266,1,1,1,0,4,128,0,1,7,90026,0
58179,1,1,1,0,3,142,0,1,9,90278,0
55703,2,2,1,6,0,389,0,1,8,95747,0
15145,2,2,1,0,2,452,0,1,7,90046,0
59970,2,2,1,6,3,192,0,3,3,98004,0
37827,2,1,1,7,8,150,5,1,8,98133,0
28360,1,1,1,0,4,267,0,1,5,90815,0
49525,2,1,1,0,5,200,0,1,8,95820,0
12233,1,2,3,5,4,121,5,5,9,98204,0
44614,2,2,1,0,3,134,0,1,8,94122,0
48281,2,1,1,0,5,141,0,1,9,95032,0
37959,2,-1,1,0,7,200,0,1,8,93924,0
19951,2,1,1,0,7,118,0,1,8,94555,0
26579,2,2,1,0,3,161,0,1,8,91303,1
29201,2,1,1,2,4,194,4,1,9,99019,0
26996,1,1,1,0,4,96,0,5,4,93003,0
48235,2,1,1,0,4,105,0,1,7,94587,0
44627,2,2,1,0,2,159,0,1,3,94560,0
31726,2,2,1,0,2,171,0,1,8,92115,0
45824,1,1,1,0,3,84,0,5,7,90043,0
53513,2,2,1,0,3,165,0,1,5,93117,0
14100,2,2,1,0,5,147,0,1,7,91731,0
394,2,1,1,0,4,125,0,1,9,94539,0
42199,1,1,1,0,4,133,0,1,8,95624,0
5582,2,2,1,0,3,142,0,1,10,91913,0
6027,1,2,1,0,4,108,0,1,3,93304,0
56581,1,2,1,2,2,239,0,3,6,97401,0
5931,1,2,1,0,3,157,0,1,4,94115,0
30833,1,2,1,6,3,153,4,2,7,98225,0
48091,2,-1,3,0,0,200,0,1,8,92707,0
37482,1,2,1,0,5,229,0,1,7,90301,0
26201,1,2,1,0,3,202,0,1,2,94404,0
4143,1,1,1,4,2,158,6,2,3,98433,0
26136,2,2,1,0,4,73,0,1,7,94608,0
40220,1,3,1,0,6,99,0,1,7,94122,0
57390,1,3,1,0,5,172,0,1,7,90210,0
50884,1,2,1,4,5,208,5,1,8,97741,0
21481,2,3,1,0,4,208,0,1,8,91304,0
43130,2,1,1,0,5,220,0,1,4,91316,0
10108,2,1,1,0,8,117,0,1,8,91767,1
9364,2,1,2,7,0,126,0,2,8,98122,0
28247,2,2,1,0,3,140,0,1,4,94103,0
5880,2,1,1,0,6,110,0,5,8,94708,0
2227,2,2,1,0,2,149,0,3,9,90029,0
13335,2,3,3,6,4,190,0,1,9,98541,0
55651,2,1,1,0,5,124,0,1,4,94118,0
48070,2,-1,1,0,3,200,0,1,8,95608,0
22275,2,3,1,0,4,136,0,1,4,94109,0
23097,2,1,1,0,6,223,0,1,5,94402,0
3795,2,2,3,0,4,162,0,1,8,95110,1
19006,1,2,1,6,3,221,0,5,8,97214,1
29171,1,3,1,0,6,138,0,5,8,90245,0
43671,2,2,1,6,2,201,5,5,7,97203,0
11798,1,2,1,0,4,121,0,1,8,91743,0
48705,1,2,1,0,3,65,0,1,9,92651,0
44131,2,2,1,4,3,111,8,3,9,98107,1
11366,2,1,1,0,6,119,0,5,6,94541,1
19809,2,2,3,4,3,250,0,1,8,98122,0
31313,2,2,1,0,3,477,0,1,8,95403,0
7003,1,2,1,7,4,342,4,1,8,97086,0
13807,2,2,1,6,0,34,0,1,8,94112,0
30246,2,2,1,6,0,158,0,1,8,98122,0
8180,2,2,1,6,0,427,0,1,8,94538,0
24356,1,2,1,0,2,155,0,1,10,92240,0
43209,1,2,1,6,3,71,8,3,4,97402,0
26252,2,2,1,0,3,123,0,5,7,95928,0
18959,2,2,1,0,3,185,0,1,3,94603,0
29772,2,2,1,2,2,207,4,3,10,97206,1
58323,1,2,1,7,7,218,0,2,8,98105,0
17639,2,2,1,6,0,407,0,1,7,94610,0
8195,2,2,1,6,0,339,0,1,10,93561,0
18921,1,1,2,6,4,62,8,3,7,97213,0
57061,2,2,1,0,2,200,0,1,9,95148,0
37714,1,2,1,0,3,136,0,5,7,94610,0
54458,2,2,1,0,3,122,0,1,4,94709,0
57006,1,1,1,0,3,95,0,5,7,92618,0
6645,1,2,1,0,4,168,0,1,2,90805,1
1377,2,2,1,0,2,212,0,1,9,91206,0
42934,2,2,1,0,3,208,0,1,7,90680,0
22683,1,3,3,5,6,114,5,2,6,98531,0
12793,2,1,2,6,4,172,8,1,7,98108,0
42532,1,2,1,0,2,186,0,1,7,94086,0
52458,2,2,1,0,4,148,0,1,7,92683,0
6060,1,2,3,2,3,262,4,5,8,98031,0
6155,2,2,3,2,2,224,5,1,3,99218,0
56117,2,1,1,7,3,151,6,1,6,98007,0
57050,2,2,1,6,0,36,0,1,8,92122,0
17911,2,1,1,4,3,108,0,5,8,98008,1
21079,2,2,1,7,3,316,4,1,7,98007,0
56037,1,2,1,4,2,191,4,2,9,97222,0
35352,1,1,1,0,4,114,0,5,8,90405,0
47270,2,2,1,6,0,430,0,1,8,94133,0
8354,2,1,1,0,5,154,0,5,9,91604,1
41464,1,1,1,0,5,82,0,1,8,94595,0
59742,2,2,1,0,4,140,0,1,4,94703,1
45129,2,1,1,0,4,120,0,1,7,91709,0
47724,2,2,1,2,4,318,4,1,4,98125,1
693,2,2,1,0,3,200,0,1,9,90066,0
21138,2,2,3,0,0,182,0,1,7,94117,0
5157,2,2,1,0,3,200,0,1,9,95134,0
59775,2,2,1,6,3,114,7,1,7,97212,0
36576,1,2,3,2,4,200,0,2,8,97206,0
23485,1,1,1,0,3,75,0,1,7,93111,1
9211,1,2,1,0,3,158,0,1,8,94605,0
29374,2,3,1,0,3,155,0,1,8,92376,1
14767,2,2,1,0,3,105,0,1,8,94110,1
37242,1,2,3,0,4,131,0,1,8,90210,1
46601,1,-1,1,0,3,200,0,1,7,94618,0
54510,1,3,1,0,3,205,0,1,4,94501,0
27769,2,2,1,7,2,164,8,1,7,97203,0
53597,2,2,2,6,3,174,0,3,8,97225,0
53540,2,2,1,0,3,218,0,1,4,91325,0
11114,2,1,1,0,3,78,0,5,6,95132,0
20481,2,2,1,6,0,34,0,1,8,94592,0
58302,2,3,1,0,5,102,0,1,7,92037,1
2797,1,1,1,0,3,145,0,1,9,90503,0
38927,2,1,1,0,3,134,0,3,7,91335,0
1526,2,1,1,0,3,65,0,1,7,92646,1
53311,2,1,1,0,6,152,0,2,6,91335,1
21028,2,2,1,0,3,193,0,1,7,94552,0
31094,2,2,3,1,3,91,0,1,8,94122,0
32449,2,1,1,0,4,63,0,5,10,95121,1
32709,2,1,1,6,6,107,7,1,5,98101,0
53015,2,-1,1,0,3,200,0,1,9,93257,0
21387,1,2,1,0,4,131,0,1,8,95125,0
1795,2,2,1,0,2,363,0,1,7,95128,0
16082,1,2,1,7,3,139,0,5,8,98683,1
45672,2,2,1,6,3,108,7,1,7,98103,1
53831,2,3,1,0,5,128,0,1,4,94501,0
35255,2,2,1,0,2,128,0,1,9,94503,0
45341,2,2,3,0,5,127,0,1,8,94610,1
34807,2,2,3,0,4,146,0,1,7,90057,1
5543,2,2,1,0,3,154,0,1,8,92107,0
41680,2,2,1,0,3,246,0,1,4,91304,1
35560,1,2,3,0,0,72,0,1,8,92173,0
36091,2,2,3,0,6,71,0,1,3,90056,1
22942,2,2,1,0,3,118,0,1,7,94133,0
7396,2,-1,3,0,0,200,0,1,8,91607,0
55170,2,1,1,0,4,200,0,1,2,90062,0
57943,1,3,1,0,4,155,0,1,3,91302,0
9881,1,2,1,2,4,266,3,1,3,98204,0
5117,1,2,2,4,7,120,8,3,7,98208,1
8857,2,-1,1,0,3,200,0,1,3,97322,0
16056,2,2,1,6,0,487,0,1,7,94110,0
52136,2,2,1,0,7,200,0,1,8,92101,0
53578,1,2,1,0,4,155,0,3,8,94565,0
19875,2,2,1,6,0,34,0,1,8,90605,0
31013,2,1,2,7,3,75,8,3,7,97124,1
44993,1,2,1,0,4,81,0,1,2,94707,0
36676,2,-1,1,0,6,200,0,1,3,95122,0
25062,2,2,3,0,0,193,0,1,7,94115,0
41116,2,2,1,0,4,96,0,1,7,91324,1
15538,2,1,1,0,3,89,0,3,8,92563,0
10617,1,2,1,0,4,156,0,1,6,94901,0
14972,2,2,1,0,3,200,0,1,3,90744,0
5026,2,2,1,0,3,245,0,1,4,94806,1
9629,2,1,1,0,3,149,0,1,9,94538,0
6168,1,3,1,0,5,157,0,1,3,95821,0
57972,2,1,1,0,6,314,0,1,3,90049,0
36415,2,2,1,0,3,154,0,1,7,95126,1
10176,2,2,2,6,6,169,7,5,8,98126,0
16337,2,2,1,0,4,67,0,1,4,95123,0
24300,2,1,1,0,4,200,0,1,8,91406,0
33517,2,2,1,0,5,57,0,1,9,94609,0
33454,1,2,1,0,3,146,0,2,7,90027,1
44757,1,2,1,0,3,99,0,1,6,90631,1
1858,2,2,1,0,2,507,0,1,6,93638,0
12736,2,2,1,0,3,82,0,1,2,92103,0
16754,1,1,1,0,2,81,0,2,7,92020,1
58295,2,1,1,7,3,223,5,1,7,98052,0
31581,1,2,1,0,2,232,0,1,1,94526,0
13173,1,3,1,2,5,149,7,5,7,98204,0
24791,2,2,1,0,3,147,0,1,7,91381,1
37122,2,1,1,0,3,366,0,1,10,94577,0
5737,1,3,2,4,5,124,8,3,10,97215,0
26069,1,2,1,0,2,162,0,1,2,94606,0
33326,2,2,1,0,3,200,0,1,8,90046,0
10027,1,2,1,6,3,87,7,5,7,97217,1
24714,2,2,1,0,2,461,0,1,7,94703,0
42045,2,1,1,0,7,61,0,1,6,95113,0
43609,2,2,1,4,2,453,6,2,2,97080,0
38828,2,2,1,0,3,167,0,2,9,90007,0
32878,1,2,1,6,4,225,0,1,9,98144,0
9771,2,1,1,7,4,125,0,2,10,98052,1
56949,1,1,1,7,5,146,3,1,10,97404,0
26138,2,2,1,6,3,177,8,4,9,97008,0
38332,1,1,1,0,5,144,0,1,8,94105,0
51873,1,2,1,4,6,183,5,5,4,98409,0
17854,1,2,1,0,4,90,0,1,5,90034,0
11472,1,2,2,3,5,142,4,1,7,98204,1
36247,1,1,2,6,4,246,3,1,8,98188,1
57029,2,1,1,0,7,121,0,1,5,94903,0
46792,2,2,1,6,4,96,8,4,10,97232,0
46665,2,2,1,0,2,356,0,1,7,94704,1
19161,2,2,1,6,0,421,0,1,8,94133,0
6734,1,-1,1,0,6,200,0,1,9,94577,0
38492,1,1,1,0,4,126,0,1,4,91387,0
50298,2,2,1,0,3,200,0,1,10,90292,0
2187,2,-1,1,0,3,200,0,1,8,97477,0
12800,2,1,1,0,6,116,0,1,4,94901,0
193,2,2,1,0,2,182,0,1,7,92629,0
15272,2,2,1,0,2,132,0,1,3,90810,0
1859,1,1,1,0,2,93,0,5,2,94606,1
24585,2,1,1,0,4,100,0,5,7,95628,0
27790,2,2,1,0,3,155,0,1,1,94582,0
43563,2,2,1,0,3,159,0,1,5,90048,0
251,1,2,2,6,6,227,4,1,8,98125,0
50696,2,2,1,0,2,131,0,2,9,90001,1
216,2,2,1,0,2,434,0,1,7,94536,0
59559,1,1,1,0,3,119,0,1,8,93277,0
50055,1,2,1,0,2,307,0,1,3,92543,0
37141,2,2,3,0,4,171,0,5,8,90403,1
31812,2,1,1,0,3,62,0,1,7,95023,0
4301,2,3,1,0,7,186,0,1,8,94903,0
30752,1,3,1,0,6,147,0,1,3,95758,0
28208,1,3,1,4,2,211,4,1,3,99208,1
50775,2,2,1,6,0,119,0,1,8,97220,0
55993,1,2,1,0,2,200,0,1,7,94103,0
45694,2,1,1,0,4,130,0,1,4,94131,0
53770,2,1,1,0,3,356,0,5,9,90042,0
20576,1,2,1,7,3,177,8,1,8,98103,0
47064,2,2,1,0,3,158,0,1,9,93063,0
39309,1,2,1,0,3,156,0,1,7,94116,1
21375,2,3,1,0,5,151,0,1,4,91405,0
27449,1,2,1,6,3,139,8,4,7,97211,0
24189,2,1,1,0,6,200,0,1,8,92880,0
55590,1,2,1,0,2,237,0,1,10,95993,0
26143,1,1,1,0,3,245,0,1,8,92401,0
9520,2,1,1,0,4,156,0,1,4,91302,0
22856,2,2,1,6,2,217,4,1,7,98199,0
1931,2,2,1,0,5,153,0,1,4,90240,0
27372,1,2,1,0,2,214,0,2,10,90025,0
